StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Appointment,Years,Split,Likert Senate Both_1,Likert Senate Both_2,Likert Senate Both_3,Likert Senate Both_4,Likert Senate Both_5,Likert Senate Both_6,Likert Senate Both_7,Likert Senate Both_8,Likert Senate Both_9,Likert Senate Both_10,Q20,Q21,Q22,Q23,Council question bot,Council Likert Both_1,Council Likert Both_2,Council Likert Both_3,Council Likert Both_4,Council Likert Both_5,Council Likert Both_6,Council Likert Both_7,Council Likert Both_8,Council Likert Both_9,Council Likert Both_10,Q24,Q25,Q26,Q27,Likert Senate_1,Likert Senate_2,Likert Senate_3,Likert Senate_4,Likert Senate_5,Likert Senate_6,Likert Senate_7,Likert Senate_8,Likert Senate_9,Likert Senate_10,Comment Likert Sen,Process Senate,Policy Senate,Feedback Senate,Council name,Likert Council_1,Likert Council_2,Likert Council_3,Likert Council_4,Likert Council_5,Likert Council_6,Likert Council_7,Likert Council_8,Likert Council_9,Likert Council_10,Likert Council Comme,Process Council,Q16,Feedback Council
2026-04-02 16:52:10,2026-04-02 17:13:02,IP Address,205.175.118.128,100,1252,True,2026-04-02 17:13:03,R_3DUo1qjNEeQcss5,,,,,47.6733,-122.3426,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,"It's pretty clear from the brief discussion of the strategic plan today and the exchange with the President that faculty are not feeling awesome in general or like UW particularly values them. I realize that the President is right: these are tough times for higher ed. But I believe the faculty are right also. This place needs to get the vibes right. Former President Cauce used to speak of the abuse of, or the UW riding for far too long on, the ""Rainier factor"" -- that this place is lovely for many people and therefore we are willing to settle for less of many things. That remains true. UW at the administrative level is not really trying to do more than keep the lights on, keep the legislature from cutting more, and keep the donors happy. All good goals, surely. But I've been here for 15 years and it feels very much like UW's view is ""enjoy it or leave it, we don't really need you and could replace you with someone else who wants to be here instead."" True as that may be -- this is a great region to be for all kinds of reasons and people want to come here -- I'd like to see UW maybe, you know, do a little better than that. You have the people you have. We want to be here and would like to feel like the place wants us here. We are generally pretty good and often public spirited, even if replaceable. And it would be nice to actually indicate an effort to lift faculty up rather than negotiate them to the minimum. The UW cannot control the whims of the legislature, the Congress, or housing supply or living costs in the region. But it has total control of its institutional mindset, its message, and its attitude toward faculty. If UW can't pay people more because the state caps tuition and cuts the budget and changes the fund split, if UW is scrapping to preserve federal funding and the traditional overhead rate, if UW cannot make more children go to college or change the demographic cliff, sure, it is fair to tell everyone that. It feels, though, like the overall UW approach is: well, we've said that and communicated the information accurately and with a tone of dismay; make handwashing motion; done and dusted. Aren't those the circumstances in which it makes more sense to give people something else they crave and that is within an organization's sole control? A sense of shared mission, or a sense of belonging, a sense of value or public contribution? A story to belong to or be part of? None of this is easy. But, as someone who understands the real constraints and challenges the UW is challenging, I nonetheless share the sense that -- to the extent there is a UW-wide or top-level vibe -- this is not a place that particularly cares whether particular faculty stay or go, or that we are valued beyond being workers for a wage. There's a real lack of inspiration. Is this a Senate problem? Not really, other than it feels more and more likely that calls (ultimately not ones I'd support, probably) for unionization will rise the more it feels like we are being undervalued and underpaid, and then the mode of the Senate ceases to have any use.",,,,,,,,,,,,,,,
2026-04-03 08:04:10,2026-04-03 08:05:25,IP Address,138.94.253.62,100,74,True,2026-04-03 08:05:25,R_7Pk9m3cfCcKnh41,,,,,14.6343,-90.5155,anonymous,EN,Woman,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-03 08:42:37,2026-04-03 09:11:33,IP Address,128.95.115.70,100,1735,True,2026-04-03 09:11:33,R_3VvA50oeMtXBEFr,,,,,47.7178,-122.2999,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,"The 5 slide summaries are excellent. 
The inclusion of an actual end time of 5pm has been an improvement from previous meetings that would just go on and on. 
The senate does not seem to actually have the power to bring about change and our lack of power makes it feel like anything that we pass is mostly performative.
Most of the class C legislation feels like screaming into the void about problems the entire UW can't solve, much less the faculty senate.
The amount of time we spend collectively word-smithing legislation does not seem useful, especially when most faculty probably don't have adequate background to fully understand the implications of small word changes.
","perhaps a small group that includes senate leadership and some legal experts can be tasked with the final language instead of having everyone with an opinion trying to make their edit. 
focus on solvable problems
hold the president and provost and board of regents accountable and fight for the resources we need
","Faculty compensation needs to be at the top of the list until something significant is done about it.
We should take the lead on reorganizing administrative support structures that actually help faculty rather than ones that create more work for faculty. 
The move to cut department staff and build central hubs does not feel like it is being done with faculty consent. The idea that this is ""efficient"" speaks to the difference in the efficiency that is perceived by the president/provost and what is efficient for faculty 
The declining quality of incoming students is under discussed as a key burden of faculty workload
The university is completely behind and under-invested in helping faculty to deal with the unprecedented explosion of students with DRS accommodations.
","I feel like everyone is very well-intentioned and passionate but poorly focused on problems that are both important and solvable. ",,,,,,,,,,,,,,,
2026-04-03 10:03:08,2026-04-03 10:04:43,IP Address,67.185.141.168,100,95,True,2026-04-03 10:04:44,R_5lE0I1jbxRZDANq,,,,,47.6859,-122.2994,anonymous,EN,Woman,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,
2026-04-03 11:26:06,2026-04-03 11:27:33,IP Address,205.175.106.153,100,86,True,2026-04-03 11:27:33,R_1fIrUueYO3hl4oF,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,3-5 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,
2026-04-03 12:08:05,2026-04-03 12:10:14,IP Address,97.113.191.48,100,129,True,2026-04-03 12:10:15,R_6n0gC41ZoC9B5AP,,,,,47.6137,-122.3104,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-03 14:24:07,2026-04-03 14:25:21,IP Address,208.70.146.244,100,74,True,2026-04-03 14:25:22,R_5lQ686CJQgAcBN2,,,,,47.6395,-122.8285,anonymous,EN,Woman,Tenure Track,5-10 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-03 19:24:38,2026-04-03 19:25:59,IP Address,131.191.65.168,100,81,True,2026-04-03 19:25:59,R_3e8S5nIUEkMSrXl,,,,,47.2573,-122.4921,anonymous,EN,Woman,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-06 10:16:42,2026-04-06 10:17:28,IP Address,50.47.227.249,100,45,True,2026-04-06 10:17:29,R_7w0kcV2cd8tr6BY,,,,,47.7946,-122.2193,anonymous,EN,Man,Non-Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCSA (Student Affairs),Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
2026-04-06 10:17:41,2026-04-06 10:18:44,IP Address,205.175.106.76,100,63,True,2026-04-06 10:18:45,R_1mft7bU1KAPOYPV,,,,,47.6631,-122.3029,anonymous,EN,Man,Non-Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCITC (Information Technology & Cybersecurity),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
2026-04-06 10:17:14,2026-04-06 10:18:47,IP Address,24.18.139.6,100,92,True,2026-04-06 10:18:47,R_1be7p9v1d0cfyoN,,,,,47.8948,-122.2031,anonymous,EN,Man,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FCR (Research),FCUL (University Libraries)",Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
2026-04-06 10:18:45,2026-04-06 10:21:21,IP Address,205.175.118.19,100,156,True,2026-04-06 10:21:22,R_73WRZ7feQPrUxmF,,,,,47.6733,-122.3426,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCR (Research),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,"I have served on FCR for nearly six years. I think it is fair to say we have had little meaningful impact on the university in that time, despite numerous attempts. I do think FCR provides a good venue for OR leadership interactions with faculty.",,,
2026-04-06 10:20:39,2026-04-06 10:21:22,IP Address,205.175.106.77,100,42,True,2026-04-06 10:21:22,R_1CUKAruhofGin7e,,,,,47.6631,-122.3029,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCUL (University Libraries),Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,
2026-04-06 10:21:17,2026-04-06 10:24:07,IP Address,128.95.117.148,100,169,True,2026-04-06 10:24:07,R_6Rj2SbK6f1jyLBv,,,,,47.6547,-122.3005,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCCPS (Campus Planning & Stewardship),Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,,Somewhat agree,Strongly agree,Strongly agree,,"I thought our Council was to have a short-list of deliverables for the faculty senate. It would be nice to have the to-do list. ",,
2026-04-06 10:20:51,2026-04-06 10:25:00,IP Address,172.56.106.38,100,248,True,2026-04-06 10:25:01,R_7agAFUuiWNcCHpy,,,,,47.6459,-122.3995,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCBR (Benefits and Retirement),Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,"Some training, specific to each council, would be helpful for new members.  As a new person, It has been quite difficult to find a way to make an impact or even to be helpful to the committee.",,,
2026-04-06 10:23:37,2026-04-06 10:26:35,IP Address,205.175.106.76,100,177,True,2026-04-06 10:26:35,R_1NF1s6kMnyVNEOc,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCBR (Benefits and Retirement),Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,"The administration does not seem to care much about joint governance. Essentially, the administration does what they want to do, often without even informing the council.",,,
2026-04-06 10:27:04,2026-04-06 10:28:20,IP Address,75.172.46.225,100,75,True,2026-04-06 10:28:20,R_71zfi8rIkx2wnOP,,,,,47.5364,-122.278,anonymous,EN,Woman,Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCBR (Benefits and Retirement),Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,
2026-04-06 10:27:29,2026-04-06 10:29:30,IP Address,205.175.118.143,100,120,True,2026-04-06 10:29:30,R_3cobfYRI9RnqaNa,,,,,47.6733,-122.3426,anonymous,EN,Man,Non-Tenure Track,3-5 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCTL (Teaching & Learning),Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,
2026-04-06 10:28:25,2026-04-06 10:31:13,IP Address,205.175.118.16,100,168,True,2026-04-06 10:31:14,R_7wMLqW9BLIsMnpg,,,,,47.6733,-122.3426,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCCPS (Campus Planning & Stewardship),Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,I am concerned that the faculty councils are just fancy listening sessions for staff without meaningful opportunities for the faculty council to provide recommendations or improve projects.,Having staff present at councils when projects are still in the planning stage,,"FCCPS spent a lot of time last year on a travel / climate change resolution, only for it to be rejected by the Senate. That was frustrating, and also left us with no meaningful way to continue to address feedback and improve the resolution."
2026-04-06 10:34:47,2026-04-06 10:35:31,IP Address,97.113.191.91,100,43,True,2026-04-06 10:35:31,R_1rNrw6wib3JGgr9,,,,,47.6137,-122.3104,anonymous,EN,Woman,Non-Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCGEJ (Gender Equity & Justice),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
2026-04-06 10:35:43,2026-04-06 10:37:09,IP Address,97.113.85.231,100,86,True,2026-04-06 10:37:10,R_7sXwOJMylMtFcr8,,,,,47.6859,-122.2994,anonymous,EN,Man,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCFA (Faculty Affairs),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,
2026-04-06 10:46:07,2026-04-06 10:48:29,IP Address,24.113.161.81,100,141,True,2026-04-06 10:48:29,R_5gEVpnJXPEQIrRL,,,,,48.1174,-122.7607,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCAS (Academic standards),Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,"FACAS has several subcommittees that also have meetings, so the time commitment is much larger than initially described.  Every week is very different than twice a month.  I also wonder if SCAP should be it's own committee since it is doing curriculum work for Seattle, not for the three campuses like FCAS does.  ",,,
2026-04-06 10:55:14,2026-04-06 10:57:01,IP Address,71.197.238.186,100,107,True,2026-04-06 10:57:01,R_6ON0iFBNPi73BX2,,,,,47.6459,-122.3995,anonymous,EN,Woman,Non-Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCGEJ (Gender Equity & Justice),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Up for promotion - unclear the degree FC is valued,,,
2026-04-06 11:13:18,2026-04-06 11:15:04,IP Address,172.56.105.191,100,106,True,2026-04-06 11:15:05,R_7kZ9N0rwd16z7yR,,,,,47.6459,-122.3995,anonymous,EN,Woman,Non-Tenure Track,1-3 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCITC (Information Technology & Cybersecurity),Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,
2026-04-06 11:21:44,2026-04-06 11:25:59,IP Address,205.175.106.40,100,255,True,2026-04-06 11:26:00,R_1RpIb6a5qCRGeNr,,,,,47.6631,-122.3029,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCGEJ (Gender Equity & Justice),Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"FCGEJ is a model for an impactful, well run, collaborative space, which is owed to the leadership of Lauren Licthy. I use the meeting norms now in as many of my other service and teaching contexts as possible.",,,"I'd very much like to see work on how the budget cuts are affecting our core mission (e.g., staffing reductions), as well as how the fall out might (or might not?) be exacerbating systemic inequalities."
2026-04-06 11:35:49,2026-04-06 11:37:17,IP Address,172.56.106.82,100,87,True,2026-04-06 11:37:17,R_6Icx1vgTcWDUBYQ,,,,,47.6459,-122.3995,anonymous,EN,Man,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCR (Research),Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,
2026-04-06 12:06:29,2026-04-06 12:08:53,IP Address,71.197.184.19,100,144,True,2026-04-06 12:08:54,R_6hhcA21DbPhBjc2,,,,,47.1771,-122.1865,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCITC (Information Technology & Cybersecurity),Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,,,
2026-04-06 12:22:07,2026-04-06 12:23:38,IP Address,71.212.150.5,100,91,True,2026-04-06 12:23:39,R_5kaCI0ONmvOHvUa,,,,,47.6348,-122.3451,anonymous,EN,Non-binary / gender non-conforming,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCGEJ (Gender Equity & Justice),Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
2026-04-06 12:19:25,2026-04-06 12:25:48,IP Address,128.208.221.102,100,383,True,2026-04-06 12:25:49,R_1pEVGaAyJA60eAM,,,,,47.5579,-122.1633,anonymous,EN,,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCUL (University Libraries),Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,
2026-04-06 12:09:16,2026-04-06 12:34:08,IP Address,205.175.118.242,100,1491,True,2026-04-06 12:34:08,R_6nzgaHE7cxgbygx,,,,,47.6733,-122.3426,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCFA (Faculty Affairs),Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,"My only concern is that I'm not completely sure if the Councils have a robust process for addressing the concerns of the faculty at large, or for faculty to easily add agenda items for the Councils to discuss.  It feels like the agenda is primarily driven by the Senate officers and Council chair.  Many of these topics ARE important, but I'm not sure of the process for a member of the Council to add agenda items for discussion.",The process works well for the most part.  Perhaps there could be development of a process to call for agenda items from the council members.,,I thoroughly enjoy my time working on the Council!  One of the benefits is meeting colleagues from various parts of the University.  I wish we could do these meetings in person again - perhaps 1 per quarter could be a hybrid meeting?
2026-04-06 12:25:20,2026-04-06 12:54:02,IP Address,73.97.220.130,100,1721,True,2026-04-06 12:54:03,R_6doPEuHvaeYJYHc,,,,,47.63,-122.2972,anonymous,EN,Man,Non-Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCR (Research),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,
2026-04-06 13:30:46,2026-04-06 13:32:13,IP Address,128.95.156.229,100,86,True,2026-04-06 13:32:13,R_13aggmLRAiulXFv,,,,,47.6547,-122.3005,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCGEJ (Gender Equity & Justice),Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,"Inequitable workload that disproportionately falls on women. ",
2026-04-06 13:35:49,2026-04-06 13:39:32,IP Address,205.175.106.128,100,222,True,2026-04-06 13:39:32,R_71aKlgQ4P6X67W3,,,,,47.6631,-122.3029,anonymous,EN,,Tenure Track,10+ years,"Faculty Council,Faculty Senate",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,FCBR (Benefits and Retirement),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,"My main feed back for the both the Senate and councils is that I'm not sure the administration takes shared governance seriously enough and the administration often seems to do what it was planning to do anyway. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 13:56:08,2026-04-06 13:57:52,IP Address,205.175.106.61,100,104,True,2026-04-06 13:57:53,R_1ZJQ0JHQhcshBgB,,,,,47.6631,-122.3029,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCCPS (Campus Planning & Stewardship),Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,
2026-04-06 15:31:38,2026-04-06 15:33:04,IP Address,174.165.65.59,100,85,True,2026-04-06 15:33:04,R_3wd8Xiq0YBteLxn,,,,,47.615,-122.1619,anonymous,EN,Man,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCITC (Information Technology & Cybersecurity),Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,
2026-04-06 18:08:28,2026-04-06 18:38:35,IP Address,73.97.170.91,100,1806,True,2026-04-06 18:38:35,R_34VioeWyEdjsra9,,,,,47.6733,-122.3426,anonymous,EN,Woman,Non-Tenure Track,10+ years,"Faculty Council,Faculty Senate",Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,"I wish there was more faculty council direct communication/updates with the senate ","Have less updates from the president. They are largely superficial and have little to do with faculty issues. Demand more immediate accountability from the provost. She was asked 3 meetings ago why the fidelity benefits changes failed to involve faculty. It’s clear the current senate will never receive a response for her. If I hear one more time from admin that chaos presents opportunity I will scream. There is NOTHING gained from chaos. ",The failed workday finance transition. Faculty have been decimated by it with no fix in sight. It is in direct violation of GIM 1,"Be tougher on the admin leadership. Hold them accountable. They failed the transition to workday, failed the benefits transition and are well on their way to failing the transition to centralized services. ",FCR (Research),Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Need more comprehensive minutes. We should use zoom ai companion to assist,See above,"Workday debacle. Centralized services. ",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 18:52:36,2026-04-06 18:53:54,IP Address,71.212.133.2,100,77,True,2026-04-06 18:53:54,R_3iq4foQ5ug7U2Vb,,,,,47.6295,-122.3165,anonymous,EN,Woman,Tenure Track,3-5 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-06 19:13:32,2026-04-06 19:16:35,IP Address,76.28.145.33,100,182,True,2026-04-06 19:16:35,R_3EaGcizVYK5qoHc,,,,,47.2476,-122.4643,anonymous,EN,Man,Tenure Track,1-3 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCREJ (Race Equity & Justice),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,"I think the process is running as it should be. ",Preservation of Academic freedom.,
2026-04-06 22:54:40,2026-04-06 22:57:38,IP Address,73.225.99.54,100,177,True,2026-04-06 22:57:39,R_50YotRJCSXE9Pb6,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,I would like to see a discussion about institutional neutrality at the university level.,,,,,,,,,,,,,,,,
2026-04-07 08:55:37,2026-04-07 08:57:26,IP Address,128.95.140.147,100,108,True,2026-04-07 08:57:26,R_5JLq6u9nAWnKFz3,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,5-10 years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCAS (Academic standards),Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,Making interdisciplinary student pursuits easier.,
